Waterbody_Name,Fish_Species_Present_at_Waterbody,Number_of_species,Comments,Special_Regulations_on_Waterbody,County,Types_of_Public_Access,Public_Fishing_Access_Owner,Waterbody_Information,Longitude,Latitude,Location
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,3,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.89506532,42.01560885,"(42.015608849, -77.895065324)"
Wiscoy Creek,Brook Trout - Brown Trout,2,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.21178322,42.57760741,"(42.577607411, -78.211783219)"
Wiscoy Creek,Brook Trout - Brown Trout,2,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.17286482,42.57220331,"(42.572203313, -78.17286482)"
Wiscoy Creek,Brook Trout - Brown Trout,2,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.11777688,42.53861263,"(42.538612633, -78.117776875)"
Eighteen Mile Creek,Brown Trout - Steelhead* - Atlantic Salmon - Chinook Salmon* - Coho Salmon* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Carp - Channel Catfish,13,None,http://www.dec.ny.gov/outdoor/31420.html,Niagara,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.71715157,43.3361628,"(43.336162796, -78.717151567)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,6,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.85487398,43.02166818,"(43.021668182, -78.854873984)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,6,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),North Tanawanda Botanical Gardens,http://www.dec.ny.gov/outdoor/23883.html,-78.82715287,43.03831148,"(43.038311484, -78.827152872)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,6,None,,Erie,Shore Fishing - Boat Launch (Trailer Improved),Amherst Veterans Memorial Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.8025793,43.06501959,"(43.065019587, -78.802579298)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,6,None,,Niagara,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23898.html,-78.5917874,43.07421265,"(43.074212652, -78.591787404)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Nia-wanda Municipal Park,http://www.dec.ny.gov/outdoor/23898.html,-78.89186776,43.01633831,"(43.016338306, -78.891867762)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Isle View County Park,http://www.dec.ny.gov/outdoor/23898.html,-78.9102508,43.00966491,"(43.009664906, -78.910250799)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.92485138,42.96472352,"(42.964723521, -78.924851382)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.90954418,42.94573462,"(42.945734622, -78.909544175)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,Marina available at state park.,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Hand Launch),Beaver Island State Park,,-78.95606107,42.95905857,"(42.959058568, -78.956061065)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Griffon Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.95341521,43.07593844,"(43.075938439, -78.953415212)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Gratwick Riverside Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.89928074,43.05392114,"(43.053921139, -78.899280741)"
Ischua Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/ischuacreek.pdf,-78.46291473,42.31005658,"(42.310056584, -78.462914733)"
Goose Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/goosecreek.pdf,-79.41246155,42.08418839,"(42.084188387, -79.412461551)"
Clear Creek (Ellington),Brown Trout,1,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.15853851,42.26557691,"(42.265576911, -79.158538511)"
Clear Creek (Ellington),Brown Trout,1,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.15330499,42.25750769,"(42.257507691, -79.153304992)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,9,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Trailer Improved),New York State Parks,http://www.dec.ny.gov/outdoor/23866.html,-75.40890603,44.61196897,"(44.611968966, -75.408906029)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,9,None,,Jefferson,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23890.html,-75.61155815,44.288391,"(44.288390996, -75.611558152)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,9,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.25380286,44.32378951,"(44.323789512, -75.253802855)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,9,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.25106974,44.31625221,"(44.316252208, -75.251069743)"
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,6,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,Seneca County Park,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.62350238,43.18709502,"(43.187095015, -77.623502382)"
East Branch Owego Creek,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1971358,42.35715261,"(42.357152605, -76.1971358)"
East Branch Owego Creek,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1953179,42.3734876,"(42.373487602, -76.1953179)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,7,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.97948479,42.49136255,"(42.49136255, -74.97948479)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,7,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-75.00774898,42.45774757,"(42.457747565, -75.00774898)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,7,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.97515782,42.50485649,"(42.504856486, -74.975157819)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,7,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.94241634,42.55664217,"(42.556642172, -74.942416339)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.24392835,43.11104243,"(43.111042434, -75.243928351)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.19392327,43.10131106,"(43.10131106, -75.193923274)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-75.06987049,43.04128896,"(43.041288963, -75.06987049)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Herkimer,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.9784415,43.01835635,"(43.018356349, -74.978441496)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.88215702,43.02554886,"(43.025548857, -74.882157024)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Shore Fishing - Boat Launch (Hand Launch),Canal Corporation,,-74.62222411,42.93843211,"(42.938432107, -74.622224107)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.57245262,42.90897634,"(42.908976336, -74.572452615)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.61129149,42.92515292,"(42.925152924, -74.61129149)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.57772967,42.90956977,"(42.909569765, -74.577729666)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.28687004,42.94632914,"(42.946329135, -74.286870044)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.2101924,42.94734109,"(42.947341094, -74.210192397)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.19161687,42.93408478,"(42.93408478, -74.191616867)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,9,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.17095407,42.92376339,"(42.923763391, -74.170954074)"
